Flight;Turn;Aircraft;Frequency;Passengers (332450);;FREQUÊNCIA DO AVIÃO E190-E2;;VOOS DE IDA E190-E2;;E190-E2;SBCF;50
SBGOSBRJ;DOM1;B737-M7;1;113;;;;;;;;
SBGOSBRJ;DOM1;ATR-72;1;87;;;;;;;;
SBGOSBRJ;DOM2;E190-E2;0;0;;;;;;;;
SBGOSBRJ;DOM2;E195-E2;0;0;;;;;;;;
SBGOSBRJ;DOM2;A220-100;0;0;;;;;;;;
SBGOSBRJ;DOM2;A220-300;0;0;;;;;;;;
SBGOSBRJ;DOM2;A319Neo;0;0;;;;;;;;
SBGOSBRJ;DOM2;B737-M7;0;0;;;;;;;;
SBGOSBRJ;DOM2;ATR-72;0;0;;;;;;;;
SBGOSBRJ;DOM3;E190-E2;1;91;;;;;;;;
SBGOSBRJ;DOM3;E195-E2;0;0;;;;;;;;
SBGOSBRJ;DOM3;A220-100;0;0;;;;;;;;
SBGOSBRJ;DOM3;A220-300;0;0;;;;;;;;
SBGOSBRJ;DOM3;A319Neo;1;9;;;;;;;;
SBGOSBRJ;DOM3;B737-M7;1;76;;;;;;;;
SBGOSBRJ;DOM3;ATR-72;0;0;;;;;;;;
SBGOSBRJ;DOM4;E190-E2;0;0;;;;;;;;
SBGOSBRJ;DOM4;E195-E2;0;0;;;;;;;;
SBGOSBRJ;DOM4;A220-100;0;0;;;;;;;;
SBGOSBRJ;DOM4;A220-300;0;0;;;;;;;;
SBGOSBRJ;DOM4;A319Neo;0;0;;;;;;;;
SBGOSBRJ;DOM4;B737-M7;0;0;;;;;;;;
SBGOSBRJ;DOM4;ATR-72;0;0;;;;;;;;
SBGOSBSP;SEG1;E190-E2;1;1;;;;;;;;
SBGOSBSP;SEG1;E195-E2;1;27;;;;;;;;
SBGOSBSP;SEG1;A220-100;1;13;;;;;;;;
SBGOSBSP;SEG1;A220-300;0;0;;;;;;;;
SBGOSBSP;SEG1;A319Neo;0;0;;;;;;;;
SBGOSBSP;SEG1;B737-M7;0;0;;;;;;;;
SBGOSBSP;SEG1;ATR-72;1;37;;;;;;;;
SBGOSBSP;SEG2;E190-E2;0;0;;;;;;;;
SBGOSBSP;SEG2;E195-E2;0;0;;;;;;;;
SBGOSBSP;SEG2;A220-100;1;9;;;;;;;;
SBGOSBSP;SEG2;A220-300;0;0;;;;;;;;
SBGOSBSP;SEG2;A319Neo;0;0;;;;;;;;
SBGOSBSP;SEG2;B737-M7;1;5;;;;;;;;
SBGOSBSP;SEG2;ATR-72;0;0;;;;;;;;
SBGOSBSP;SEG3;E190-E2;0;0;;;;;;;;
SBGOSBSP;SEG3;E195-E2;0;0;;;;;;;;
SBGOSBSP;SEG3;A220-100;1;74;;;;;;;;
SBGOSBSP;SEG3;A220-300;0;0;;;;;;;;
SBGOSBSP;SEG3;A319Neo;1;8;;;;;;;;
SBGOSBSP;SEG3;B737-M7;0;0;;;;;;;;
SBGOSBSP;SEG3;ATR-72;0;0;;;;;;;;
SBGOSBSP;SEG4;E190-E2;0;0;;;;;;;;
SBGOSBSP;SEG4;E195-E2;0;0;;;;;;;;
SBGOSBSP;SEG4;A220-100;0;0;;;;;;;;
SBGOSBSP;SEG4;A220-300;0;0;;;;;;;;
SBGOSBSP;SEG4;A319Neo;0;0;;;;;;;;
SBGOSBSP;SEG4;B737-M7;0;0;;;;;;;;
SBGOSBSP;SEG4;ATR-72;0;0;;;;;;;;
SBGOSBSP;TER1;E190-E2;0;0;;;;;;;;
SBGOSBSP;TER1;E195-E2;1;14;;;;;;;;
SBGOSBSP;TER1;A220-100;1;45;;;;;;;;
SBGOSBSP;TER1;A220-300;0;0;;;;;;;;
SBGOSBSP;TER1;A319Neo;1;24;;;;;;;;
SBGOSBSP;TER1;B737-M7;0;0;;;;;;;;
SBGOSBSP;TER1;ATR-72;0;0;;;;;;;;
SBGOSBSP;TER2;E190-E2;1;27;;;;;;;;
SBGOSBSP;TER2;E195-E2;0;0;;;;;;;;
SBGOSBSP;TER2;A220-100;0;0;;;;;;;;
SBGOSBSP;TER2;A220-300;0;0;;;;;;;;
SBGOSBSP;TER2;A319Neo;1;28;;;;;;;;
SBGOSBSP;TER2;B737-M7;0;0;;;;;;;;
SBGOSBSP;TER2;ATR-72;0;0;;;;;;;;
SBGOSBSP;TER3;E190-E2;1;124;;;;;;;;
SBGOSBSP;TER3;E195-E2;0;0;;;;;;;;
SBGOSBSP;TER3;A220-100;1;61;;;;;;;;
SBGOSBSP;TER3;A220-300;0;0;;;;;;;;
SBGOSBSP;TER3;A319Neo;1;88;;;;;;;;
SBGOSBSP;TER3;B737-M7;1;33;;;;;;;;
SBGOSBSP;TER3;ATR-72;1;49;;;;;;;;
SBGOSBSP;TER4;E190-E2;0;0;;;;;;;;
SBGOSBSP;TER4;E195-E2;0;0;;;;;;;;
SBGOSBSP;TER4;A220-100;0;0;;;;;;;;
SBGOSBSP;TER4;A220-300;0;0;;;;;;;;
SBGOSBSP;TER4;A319Neo;0;0;;;;;;;;
SBGOSBSP;TER4;B737-M7;0;0;;;;;;;;
SBGOSBSP;TER4;ATR-72;0;0;;;;;;;;
SBGOSBSP;QUA1;E190-E2;0;0;;;;;;;;
SBGOSBSP;QUA1;E195-E2;0;0;;;;;;;;
SBGOSBSP;QUA1;A220-100;0;0;;;;;;;;
SBGOSBSP;QUA1;A220-300;0;0;;;;;;;;
SBGOSBSP;QUA1;A319Neo;1;88;;;;;;;;
SBGOSBSP;QUA1;B737-M7;0;0;;;;;;;;
SBGOSBSP;QUA1;ATR-72;1;23;;;;;;;;
SBGOSBSP;QUA2;E190-E2;1;117;;;;;;;;
SBGOSBSP;QUA2;E195-E2;1;11;;;;;;;;
SBGOSBSP;QUA2;A220-100;0;0;;;;;;;;
SBGOSBSP;QUA2;A220-300;0;0;;;;;;;;
SBGOSBSP;QUA2;A319Neo;0;0;;;;;;;;
SBGOSBSP;QUA2;B737-M7;0;0;;;;;;;;
SBGOSBSP;QUA2;ATR-72;1;113;;;;;;;;
SBGOSBSP;QUA3;E190-E2;0;0;;;;;;;;
SBGOSBSP;QUA3;E195-E2;1;108;;;;;;;;
SBGOSBSP;QUA3;A220-100;0;0;;;;;;;;
SBGOSBSP;QUA3;A220-300;0;0;;;;;;;;
SBGOSBSP;QUA3;A319Neo;0;0;;;;;;;;
SBGOSBSP;QUA3;B737-M7;1;88;;;;;;;;
SBGOSBSP;QUA3;ATR-72;1;5;;;;;;;;
SBGOSBSP;QUA4;E190-E2;0;0;;;;;;;;
SBGOSBSP;QUA4;E195-E2;0;0;;;;;;;;
SBGOSBSP;QUA4;A220-100;0;0;;;;;;;;
SBGOSBSP;QUA4;A220-300;0;0;;;;;;;;
SBGOSBSP;QUA4;A319Neo;0;0;;;;;;;;
SBGOSBSP;QUA4;B737-M7;0;0;;;;;;;;
SBGOSBSP;QUA4;ATR-72;0;0;;;;;;;;
SBGOSBSP;QUI1;E190-E2;0;0;;;;;;;;
SBGOSBSP;QUI1;E195-E2;1;77;;;;;;;;
SBGOSBSP;QUI1;A220-100;0;0;;;;;;;;
SBGOSBSP;QUI1;A220-300;0;0;;;;;;;;
SBGOSBSP;QUI1;A319Neo;0;0;;;;;;;;
SBGOSBSP;QUI1;B737-M7;0;0;;;;;;;;
SBGOSBSP;QUI1;ATR-72;1;128;;;;;;;;
SBGOSBSP;QUI2;E190-E2;1;53;;;;;;;;
SBGOSBSP;QUI2;E195-E2;0;0;;;;;;;;
SBGOSBSP;QUI2;A220-100;0;0;;;;;;;;
SBGOSBSP;QUI2;A220-300;0;0;;;;;;;;
SBGOSBSP;QUI2;A319Neo;1;101;;;;;;;;
SBGOSBSP;QUI2;B737-M7;1;6;;;;;;;;
SBGOSBSP;QUI2;ATR-72;0;0;;;;;;;;
SBGOSBSP;QUI3;E190-E2;0;0;;;;;;;;
SBGOSBSP;QUI3;E195-E2;0;0;;;;;;;;
SBGOSBSP;QUI3;A220-100;0;0;;;;;;;;
SBGOSBSP;QUI3;A220-300;0;0;;;;;;;;
SBGOSBSP;QUI3;A319Neo;0;0;;;;;;;;
SBGOSBSP;QUI3;B737-M7;0;0;;;;;;;;
SBGOSBSP;QUI3;ATR-72;1;37;;;;;;;;
SBGOSBSP;QUI4;E190-E2;0;0;;;;;;;;
SBGOSBSP;QUI4;E195-E2;0;0;;;;;;;;
SBGOSBSP;QUI4;A220-100;0;0;;;;;;;;
SBGOSBSP;QUI4;A220-300;0;0;;;;;;;;
SBGOSBSP;QUI4;A319Neo;0;0;;;;;;;;
SBGOSBSP;QUI4;B737-M7;0;0;;;;;;;;
SBGOSBSP;QUI4;ATR-72;0;0;;;;;;;;
SBGOSBSP;SEX1;E190-E2;1;18;;;;;;;;
SBGOSBSP;SEX1;E195-E2;0;0;;;;;;;;
SBGOSBSP;SEX1;A220-100;1;37;;;;;;;;
SBGOSBSP;SEX1;A220-300;0;0;;;;;;;;
SBGOSBSP;SEX1;A319Neo;0;0;;;;;;;;
SBGOSBSP;SEX1;B737-M7;0;0;;;;;;;;
SBGOSBSP;SEX1;ATR-72;0;0;;;;;;;;
SBGOSBSP;SEX2;E190-E2;1;125;;;;;;;;
SBGOSBSP;SEX2;E195-E2;0;0;;;;;;;;
SBGOSBSP;SEX2;A220-100;0;0;;;;;;;;
SBGOSBSP;SEX2;A220-300;0;0;;;;;;;;
SBGOSBSP;SEX2;A319Neo;0;0;;;;;;;;
SBGOSBSP;SEX2;B737-M7;1;120;;;;;;;;
SBGOSBSP;SEX2;ATR-72;0;0;;;;;;;;
SBGOSBSP;SEX3;E190-E2;0;0;;;;;;;;
SBGOSBSP;SEX3;E195-E2;0;0;;;;;;;;
SBGOSBSP;SEX3;A220-100;0;0;;;;;;;;
SBGOSBSP;SEX3;A220-300;0;0;;;;;;;;
SBGOSBSP;SEX3;A319Neo;1;131;;;;;;;;
SBGOSBSP;SEX3;B737-M7;0;0;;;;;;;;
SBGOSBSP;SEX3;ATR-72;0;0;;;;;;;;
SBGOSBSP;SEX4;E190-E2;0;0;;;;;;;;
SBGOSBSP;SEX4;E195-E2;0;0;;;;;;;;
SBGOSBSP;SEX4;A220-100;0;0;;;;;;;;
SBGOSBSP;SEX4;A220-300;0;0;;;;;;;;
SBGOSBSP;SEX4;A319Neo;0;0;;;;;;;;
SBGOSBSP;SEX4;B737-M7;0;0;;;;;;;;
SBGOSBSP;SEX4;ATR-72;0;0;;;;;;;;
SBGOSBSP;SAB1;E190-E2;0;0;;;;;;;;
SBGOSBSP;SAB1;E195-E2;0;0;;;;;;;;
SBGOSBSP;SAB1;A220-100;1;26;;;;;;;;
SBGOSBSP;SAB1;A220-300;0;0;;;;;;;;
SBGOSBSP;SAB1;A319Neo;1;48;;;;;;;;
SBGOSBSP;SAB1;B737-M7;1;33;;;;;;;;
SBGOSBSP;SAB1;ATR-72;0;0;;;;;;;;
SBGOSBSP;SAB2;E190-E2;0;0;;;;;;;;
SBGOSBSP;SAB2;E195-E2;1;7;;;;;;;;
SBGOSBSP;SAB2;A220-100;0;0;;;;;;;;
SBGOSBSP;SAB2;A220-300;0;0;;;;;;;;
SBGOSBSP;SAB2;A319Neo;1;40;;;;;;;;
SBGOSBSP;SAB2;B737-M7;0;0;;;;;;;;
SBGOSBSP;SAB2;ATR-72;1;25;;;;;;;;
SBGOSBSP;SAB3;E190-E2;0;0;;;;;;;;
SBGOSBSP;SAB3;E195-E2;1;115;;;;;;;;
SBGOSBSP;SAB3;A220-100;1;7;;;;;;;;
SBGOSBSP;SAB3;A220-300;0;0;;;;;;;;
SBGOSBSP;SAB3;A319Neo;1;14;;;;;;;;
SBGOSBSP;SAB3;B737-M7;1;18;;;;;;;;
SBGOSBSP;SAB3;ATR-72;1;31;;;;;;;;
SBGOSBSP;SAB4;E190-E2;0;0;;;;;;;;
SBGOSBSP;SAB4;E195-E2;0;0;;;;;;;;
SBGOSBSP;SAB4;A220-100;0;0;;;;;;;;
SBGOSBSP;SAB4;A220-300;0;0;;;;;;;;
SBGOSBSP;SAB4;A319Neo;0;0;;;;;;;;
SBGOSBSP;SAB4;B737-M7;0;0;;;;;;;;
SBGOSBSP;SAB4;ATR-72;0;0;;;;;;;;
SBGOSBSP;DOM1;E190-E2;1;6;;;;;;;;
SBGOSBSP;DOM1;E195-E2;0;0;;;;;;;;
SBGOSBSP;DOM1;A220-100;0;0;;;;;;;;
SBGOSBSP;DOM1;A220-300;0;0;;;;;;;;
SBGOSBSP;DOM1;A319Neo;1;101;;;;;;;;
SBGOSBSP;DOM1;B737-M7;1;6;;;;;;;;
SBGOSBSP;DOM1;ATR-72;0;0;;;;;;;;
SBGOSBSP;DOM2;E190-E2;0;0;;;;;;;;
SBGOSBSP;DOM2;E195-E2;0;0;;;;;;;;
SBGOSBSP;DOM2;A220-100;0;0;;;;;;;;
SBGOSBSP;DOM2;A220-300;0;0;;;;;;;;
SBGOSBSP;DOM2;A319Neo;0;0;;;;;;;;
SBGOSBSP;DOM2;B737-M7;0;0;;;;;;;;
SBGOSBSP;DOM2;ATR-72;1;102;;;;;;;;
SBGOSBSP;DOM3;E190-E2;1;61;;;;;;;;
SBGOSBSP;DOM3;E195-E2;0;0;;;;;;;;
SBGOSBSP;DOM3;A220-100;0;0;;;;;;;;
SBGOSBSP;DOM3;A220-300;0;0;;;;;;;;
SBGOSBSP;DOM3;A319Neo;1;48;;;;;;;;
SBGOSBSP;DOM3;B737-M7;1;45;;;;;;;;
SBGOSBSP;DOM3;ATR-72;1;47;;;;;;;;
SBGOSBSP;DOM4;E190-E2;0;0;;;;;;;;
SBGOSBSP;DOM4;E195-E2;0;0;;;;;;;;
SBGOSBSP;DOM4;A220-100;0;0;;;;;;;;
SBGOSBSP;DOM4;A220-300;0;0;;;;;;;;
SBGOSBSP;DOM4;A319Neo;0;0;;;;;;;;
SBGOSBSP;DOM4;B737-M7;0;0;;;;;;;;
SBGOSBSP;DOM4;ATR-72;0;0;;;;;;;;
SBCFSBGO;SEG1;E190-E2;0;7;;;;;;;;
SBCFSBGO;SEG1;E195-E2;0;0;;;;;;;;
SBCFSBGO;SEG1;A220-100;1;4;;;;;;;;
SBCFSBGO;SEG1;A220-300;0;0;;;;;;;;
SBCFSBGO;SEG1;A319Neo;0;0;;;;;;;;
SBCFSBGO;SEG1;B737-M7;1;77;;;;;;;;
SBCFSBGO;SEG1;ATR-72;0;0;;;;;;;;
SBCFSBGO;SEG2;E190-E2;0;0;;;;;;;;
SBCFSBGO;SEG2;E195-E2;0;0;;;;;;;;
SBCFSBGO;SEG2;A220-100;0;0;;;;;;;;
SBCFSBGO;SEG2;A220-300;0;0;;;;;;;;
SBCFSBGO;SEG2;A319Neo;0;0;;;;;;;;
SBCFSBGO;SEG2;B737-M7;0;0;;;;;;;;
SBCFSBGO;SEG2;ATR-72;0;0;;;;;;;;
SBCFSBGO;SEG3;E190-E2;0;133;;;;;;;;
SBCFSBGO;SEG3;E195-E2;0;0;;;;;;;;
SBCFSBGO;SEG3;A220-100;1;36;;;;;;;;
SBCFSBGO;SEG3;A220-300;0;0;;;;;;;;
SBCFSBGO;SEG3;A319Neo;0;0;;;;;;;;
SBCFSBGO;SEG3;B737-M7;1;98;;;;;;;;
SBCFSBGO;SEG3;ATR-72;0;0;;;;;;;;
SBCFSBGO;SEG4;E190-E2;0;0;;;;;;;;
SBCFSBGO;SEG4;E195-E2;0;0;;;;;;;;
SBCFSBGO;SEG4;A220-100;0;0;;;;;;;;
SBCFSBGO;SEG4;A220-300;0;0;;;;;;;;
SBCFSBGO;SEG4;A319Neo;0;0;;;;;;;;
SBCFSBGO;SEG4;B737-M7;0;0;;;;;;;;
SBCFSBGO;SEG4;ATR-72;0;0;;;;;;;;
SBCFSBGO;TER1;E190-E2;1;4;;;;;;;;
SBCFSBGO;TER1;E195-E2;0;0;;;;;;;;
SBCFSBGO;TER1;A220-100;1;100;;;;;;;;
SBCFSBGO;TER1;A220-300;0;0;;;;;;;;
SBCFSBGO;TER1;A319Neo;1;16;;;;;;;;
SBCFSBGO;TER1;B737-M7;1;115;;;;;;;;
SBCFSBGO;TER1;ATR-72;0;0;;;;;;;;
SBCFSBGO;TER2;E190-E2;0;0;;;;;;;;
SBCFSBGO;TER2;E195-E2;0;0;;;;;;;;
SBCFSBGO;TER2;A220-100;0;0;;;;;;;;
SBCFSBGO;TER2;A220-300;0;0;;;;;;;;
SBCFSBGO;TER2;A319Neo;0;0;;;;;;;;
SBCFSBGO;TER2;B737-M7;0;0;;;;;;;;
SBCFSBGO;TER2;ATR-72;0;0;;;;;;;;
SBCFSBGO;TER3;E190-E2;0;0;;;;;;;;
SBCFSBGO;TER3;E195-E2;1;45;;;;;;;;
SBCFSBGO;TER3;A220-100;1;131;;;;;;;;
SBCFSBGO;TER3;A220-300;0;0;;;;;;;;
SBCFSBGO;TER3;A319Neo;0;0;;;;;;;;
SBCFSBGO;TER3;B737-M7;1;8;;;;;;;;
SBCFSBGO;TER3;ATR-72;0;23;;;;;;;;
SBCFSBGO;TER4;E190-E2;0;0;;;;;;;;
SBCFSBGO;TER4;E195-E2;0;0;;;;;;;;
SBCFSBGO;TER4;A220-100;0;0;;;;;;;;
SBCFSBGO;TER4;A220-300;0;0;;;;;;;;
SBCFSBGO;TER4;A319Neo;0;0;;;;;;;;
SBCFSBGO;TER4;B737-M7;0;0;;;;;;;;
SBCFSBGO;TER4;ATR-72;0;0;;;;;;;;
SBCFSBGO;QUA1;E190-E2;0;0;;;;;;;;
SBCFSBGO;QUA1;E195-E2;0;0;;;;;;;;
SBCFSBGO;QUA1;A220-100;1;50;;;;;;;;
SBCFSBGO;QUA1;A220-300;0;0;;;;;;;;
SBCFSBGO;QUA1;A319Neo;0;0;;;;;;;;
SBCFSBGO;QUA1;B737-M7;1;10;;;;;;;;
SBCFSBGO;QUA1;ATR-72;0;0;;;;;;;;
SBCFSBGO;QUA2;E190-E2;0;0;;;;;;;;
SBCFSBGO;QUA2;E195-E2;0;0;;;;;;;;
SBCFSBGO;QUA2;A220-100;0;0;;;;;;;;
SBCFSBGO;QUA2;A220-300;0;0;;;;;;;;
SBCFSBGO;QUA2;A319Neo;0;0;;;;;;;;
SBCFSBGO;QUA2;B737-M7;0;0;;;;;;;;
SBCFSBGO;QUA2;ATR-72;0;0;;;;;;;;
SBCFSBGO;QUA3;E190-E2;0;0;;;;;;;;
SBCFSBGO;QUA3;E195-E2;0;0;;;;;;;;
SBCFSBGO;QUA3;A220-100;1;87;;;;;;;;
SBCFSBGO;QUA3;A220-300;0;0;;;;;;;;
SBCFSBGO;QUA3;A319Neo;1;67;;;;;;;;
SBCFSBGO;QUA3;B737-M7;1;46;;;;;;;;
SBCFSBGO;QUA3;ATR-72;0;43;;;;;;;;
SBCFSBGO;QUA4;E190-E2;0;0;;;;;;;;
SBCFSBGO;QUA4;E195-E2;0;0;;;;;;;;
SBCFSBGO;QUA4;A220-100;0;0;;;;;;;;
SBCFSBGO;QUA4;A220-300;0;0;;;;;;;;
SBCFSBGO;QUA4;A319Neo;0;0;;;;;;;;
SBCFSBGO;QUA4;B737-M7;0;0;;;;;;;;
SBCFSBGO;QUA4;ATR-72;0;0;;;;;;;;
SBCFSBGO;QUI1;E190-E2;0;0;;;;;;;;
SBCFSBGO;QUI1;E195-E2;1;41;;;;;;;;
SBCFSBGO;QUI1;A220-100;1;85;;;;;;;;
SBCFSBGO;QUI1;A220-300;0;0;;;;;;;;
SBCFSBGO;QUI1;A319Neo;1;12;;;;;;;;
SBCFSBGO;QUI1;B737-M7;1;80;;;;;;;;
SBCFSBGO;QUI1;ATR-72;1;44;;;;;;;;
SBCFSBGO;QUI2;E190-E2;0;0;;;;;;;;
SBCFSBGO;QUI2;E195-E2;0;0;;;;;;;;
SBCFSBGO;QUI2;A220-100;0;0;;;;;;;;
SBCFSBGO;QUI2;A220-300;0;0;;;;;;;;
SBCFSBGO;QUI2;A319Neo;0;0;;;;;;;;
SBCFSBGO;QUI2;B737-M7;0;0;;;;;;;;
SBCFSBGO;QUI2;ATR-72;0;0;;;;;;;;
SBCFSBGO;QUI3;E190-E2;1;29;;;;;;;;
SBCFSBGO;QUI3;E195-E2;1;22;;;;;;;;
SBCFSBGO;QUI3;A220-100;1;88;;;;;;;;
SBCFSBGO;QUI3;A220-300;0;0;;;;;;;;
SBCFSBGO;QUI3;A319Neo;1;32;;;;;;;;
SBCFSBGO;QUI3;B737-M7;1;91;;;;;;;;
SBCFSBGO;QUI3;ATR-72;0;20;;;;;;;;
SBCFSBGO;QUI4;E190-E2;0;0;;;;;;;;
SBCFSBGO;QUI4;E195-E2;0;0;;;;;;;;
SBCFSBGO;QUI4;A220-100;0;0;;;;;;;;
SBCFSBGO;QUI4;A220-300;0;0;;;;;;;;
SBCFSBGO;QUI4;A319Neo;0;0;;;;;;;;
SBCFSBGO;QUI4;B737-M7;0;0;;;;;;;;
SBCFSBGO;QUI4;ATR-72;0;0;;;;;;;;
SBCFSBGO;SEX1;E190-E2;0;45;;;;;;;;
SBCFSBGO;SEX1;E195-E2;0;2;;;;;;;;
SBCFSBGO;SEX1;A220-100;1;14;;;;;;;;
SBCFSBGO;SEX1;A220-300;0;0;;;;;;;;
SBCFSBGO;SEX1;A319Neo;1;22;;;;;;;;
SBCFSBGO;SEX1;B737-M7;1;72;;;;;;;;
SBCFSBGO;SEX1;ATR-72;0;31;;;;;;;;
SBCFSBGO;SEX2;E190-E2;0;0;;;;;;;;
SBCFSBGO;SEX2;E195-E2;0;0;;;;;;;;
SBCFSBGO;SEX2;A220-100;0;0;;;;;;;;
SBCFSBGO;SEX2;A220-300;0;0;;;;;;;;
SBCFSBGO;SEX2;A319Neo;0;0;;;;;;;;
SBCFSBGO;SEX2;B737-M7;0;0;;;;;;;;
SBCFSBGO;SEX2;ATR-72;0;0;;;;;;;;
SBCFSBGO;SEX3;E190-E2;1;38;;;;;;;;
SBCFSBGO;SEX3;E195-E2;0;0;;;;;;;;
SBCFSBGO;SEX3;A220-100;1;130;;;;;;;;
SBCFSBGO;SEX3;A220-300;0;0;;;;;;;;
SBCFSBGO;SEX3;A319Neo;1;121;;;;;;;;
SBCFSBGO;SEX3;B737-M7;1;95;;;;;;;;
SBCFSBGO;SEX3;ATR-72;0;0;;;;;;;;
SBCFSBGO;SEX4;E190-E2;0;0;;;;;;;;
SBCFSBGO;SEX4;E195-E2;0;0;;;;;;;;
SBCFSBGO;SEX4;A220-100;0;0;;;;;;;;
SBCFSBGO;SEX4;A220-300;0;0;;;;;;;;
SBCFSBGO;SEX4;A319Neo;0;0;;;;;;;;
SBCFSBGO;SEX4;B737-M7;0;0;;;;;;;;
SBCFSBGO;SEX4;ATR-72;0;0;;;;;;;;
SBCFSBGO;SAB1;E190-E2;0;0;;;;;;;;
SBCFSBGO;SAB1;E195-E2;0;127;;;;;;;;
SBCFSBGO;SAB1;A220-100;1;35;;;;;;;;
SBCFSBGO;SAB1;A220-300;0;0;;;;;;;;
SBCFSBGO;SAB1;A319Neo;1;81;;;;;;;;
SBCFSBGO;SAB1;B737-M7;1;7;;;;;;;;
SBCFSBGO;SAB1;ATR-72;0;0;;;;;;;;
SBCFSBGO;SAB2;E190-E2;0;0;;;;;;;;
SBCFSBGO;SAB2;E195-E2;0;0;;;;;;;;
SBCFSBGO;SAB2;A220-100;0;0;;;;;;;;
SBCFSBGO;SAB2;A220-300;0;0;;;;;;;;
SBCFSBGO;SAB2;A319Neo;0;0;;;;;;;;
SBCFSBGO;SAB2;B737-M7;0;0;;;;;;;;
SBCFSBGO;SAB2;ATR-72;0;0;;;;;;;;
SBCFSBGO;SAB3;E190-E2;0;5;;;;;;;;
SBCFSBGO;SAB3;E195-E2;0;0;;;;;;;;
SBCFSBGO;SAB3;A220-100;1;124;;;;;;;;
SBCFSBGO;SAB3;A220-300;0;0;;;;;;;;
SBCFSBGO;SAB3;A319Neo;0;0;;;;;;;;
SBCFSBGO;SAB3;B737-M7;1;8;;;;;;;;
SBCFSBGO;SAB3;ATR-72;0;34;;;;;;;;
SBCFSBGO;SAB4;E190-E2;0;0;;;;;;;;
SBCFSBGO;SAB4;E195-E2;0;0;;;;;;;;
SBCFSBGO;SAB4;A220-100;0;0;;;;;;;;
SBCFSBGO;SAB4;A220-300;0;0;;;;;;;;
SBCFSBGO;SAB4;A319Neo;0;0;;;;;;;;
SBCFSBGO;SAB4;B737-M7;0;0;;;;;;;;
SBCFSBGO;SAB4;ATR-72;0;0;;;;;;;;
SBCFSBGO;DOM1;E190-E2;0;127;;;;;;;;
SBCFSBGO;DOM1;E195-E2;0;0;;;;;;;;
SBCFSBGO;DOM1;A220-100;1;22;;;;;;;;
SBCFSBGO;DOM1;A220-300;0;0;;;;;;;;
SBCFSBGO;DOM1;A319Neo;0;0;;;;;;;;
SBCFSBGO;DOM1;B737-M7;1;71;;;;;;;;
SBCFSBGO;DOM1;ATR-72;0;4;;;;;;;;
SBCFSBGO;DOM2;E190-E2;0;0;;;;;;;;
SBCFSBGO;DOM2;E195-E2;0;0;;;;;;;;
SBCFSBGO;DOM2;A220-100;0;0;;;;;;;;
SBCFSBGO;DOM2;A220-300;0;0;;;;;;;;
SBCFSBGO;DOM2;A319Neo;0;0;;;;;;;;
SBCFSBGO;DOM2;B737-M7;0;0;;;;;;;;
SBCFSBGO;DOM2;ATR-72;0;0;;;;;;;;
SBCFSBGO;DOM3;E190-E2;0;23;;;;;;;;
SBCFSBGO;DOM3;E195-E2;0;0;;;;;;;;
SBCFSBGO;DOM3;A220-100;1;127;;;;;;;;
SBCFSBGO;DOM3;A220-300;0;0;;;;;;;;
SBCFSBGO;DOM3;A319Neo;1;1;;;;;;;;
SBCFSBGO;DOM3;B737-M7;1;81;;;;;;;;
SBCFSBGO;DOM3;ATR-72;0;0;;;;;;;;
SBCFSBGO;DOM4;E190-E2;0;0;;;;;;;;
SBCFSBGO;DOM4;E195-E2;0;0;;;;;;;;
SBCFSBGO;DOM4;A220-100;0;0;;;;;;;;
SBCFSBGO;DOM4;A220-300;0;0;;;;;;;;
SBCFSBGO;DOM4;A319Neo;0;0;;;;;;;;
SBCFSBGO;DOM4;B737-M7;0;0;;;;;;;;
SBCFSBGO;DOM4;ATR-72;0;0;;;;;;;;
SBCTSBGO;SEG1;E190-E2;0;0;;;;;;;;
SBCTSBGO;SEG1;E195-E2;0;0;;;;;;;;
SBCTSBGO;SEG1;A220-100;1;8;;;;;;;;
SBCTSBGO;SEG1;A220-300;0;0;;;;;;;;
SBCTSBGO;SEG1;A319Neo;0;0;;;;;;;;
SBCTSBGO;SEG1;B737-M7;0;0;;;;;;;;
SBCTSBGO;SEG1;ATR-72;0;12;;;;;;;;
SBCTSBGO;SEG2;E190-E2;0;0;;;;;;;;
SBCTSBGO;SEG2;E195-E2;0;0;;;;;;;;
SBCTSBGO;SEG2;A220-100;0;0;;;;;;;;
SBCTSBGO;SEG2;A220-300;0;0;;;;;;;;
SBCTSBGO;SEG2;A319Neo;0;0;;;;;;;;
SBCTSBGO;SEG2;B737-M7;0;0;;;;;;;;
SBCTSBGO;SEG2;ATR-72;0;0;;;;;;;;
SBCTSBGO;SEG3;E190-E2;0;0;;;;;;;;
SBCTSBGO;SEG3;E195-E2;0;0;;;;;;;;
SBCTSBGO;SEG3;A220-100;0;0;;;;;;;;
SBCTSBGO;SEG3;A220-300;0;0;;;;;;;;
SBCTSBGO;SEG3;A319Neo;0;0;;;;;;;;
SBCTSBGO;SEG3;B737-M7;0;0;;;;;;;;
SBCTSBGO;SEG3;ATR-72;0;0;;;;;;;;
SBCTSBGO;SEG4;E190-E2;0;0;;;;;;;;
SBCTSBGO;SEG4;E195-E2;0;0;;;;;;;;
SBCTSBGO;SEG4;A220-100;0;0;;;;;;;;
